property_id,suburb,postcode,address,sale_price,sale_date,sale_method,property_type,bedrooms,bathrooms,parking,recorded_area_m2,recorded_area_source,advertised_area_m2,land_size_m2,land_size_context,floor_area_m2,year_built,zoning,strata_indicator,strata_lot_number,latitude,longitude,distance_to_cbd_km,nearest_station_name,distance_to_nearest_station_km,nearest_school_name,distance_to_school_km,major_shopping_name,distance_to_shopping_km,balcony,pool,study,renovated,air_conditioning,agent_description_title,agent_description_excerpt,agent_description_text,property_profile_source_url,web_enrichment_source_url,original_listing_url,original_base_source_url,original_source_primary,nsw_property_id,nsw_match_type,description_verified,area_notes,data_notes,enrichment_notes,location_coordinate_source,location_coordinate_method,location_coordinate_source_url,geo_verified,cbd_reference_name,cbd_reference_latitude,cbd_reference_longitude,cbd_reference_source_url,cbd_distance_method,nearest_station_coordinate_source_url,station_distance_method,geospatial_quality_note
CHIP025,Chippendale,2008,1801/1 Chippendale Way,940000,2026-04-30,Private Treaty,Apartment,1,1,1,90,domain_sold_listing,90,,,,,,,,-33.88441519,151.19964934,1.385,Central Station,0.514,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/chippendale-nsw-2008/?page=2,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5012230,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
CHIP026,Chippendale,2008,13/54 Regent Street,890000,2026-04-20,Private Treaty,Apartment,3,1,1,,,94,,,,,,Yes,13,,,,,,,,,,,,,,,,,,,https://www.property.com.au/nsw/chippendale-2008/apartment-unit/sold/,,https://www.domain.com.au/sold-listings/chippendale-nsw-2008/?page=2,Domain public sold-listing data + NSW Valuer General exact-address reference,3408909,same_sale,False,,NSW exact-address record also matched target sale price/date within 60 days.,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
CHIP027,Chippendale,2008,708/3 Carlton Street,765000,2026-04-23,Private Treaty,Apartment,1,1,1,,,,,,,,,,,-33.88467989,151.20110736,1.360,Central Station,0.378,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/chippendale-nsw-2008/?page=2,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5012230,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
CHIP028,Chippendale,2008,11/146 Cleveland Street,590000,2026-04-02,Private Treaty,Apartment,1,1,0,57,domain_sold_listing,57,,,,,,,,-33.88826426,151.19829140,1.827,Redfern Station,0.436,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/chippendale-nsw-2008/?page=2,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,exact property-profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5012154,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
CHIP029,Chippendale,2008,36/92-120 Cleveland Street,575000,2026-04-02,Private Treaty,Studio,0,1,1,,,,,,,,,,,-33.88806691,151.19686782,1.864,Redfern Station,0.489,,,,,,,,,,Bright studio living in the heart of Chippendale,,Bright studio living in the heart of Chippendale,,,,https://www.domain.com.au/sold-listings/chippendale-nsw-2008/?page=2,Domain public sold-listing data,,unmatched,False,,List/building profile exposes a sale price while the individual sold page displays Price Withheld.,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5012154,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
CHIP030,Chippendale,2008,7/18-20 Buckland Street,920000,2026-04-01,Private Treaty,Apartment,2,1,1,,,,,,,,,,,-33.88607850,151.19750952,1.641,Redfern Station,0.687,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/chippendale-nsw-2008/?page=2,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,exact property-profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5012154,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
CHIP031,Chippendale,2008,805/1 Chippendale Way,1680000,2026-03-30,Private Treaty,Apartment,3,3,2,,,,,,,,,,,-33.88441519,151.19964934,1.385,Central Station,0.514,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/chippendale-nsw-2008/?page=2,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5012230,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
CHIP032,Chippendale,2008,53 Pine Street,1800000,2026-03-29,Private Treaty,House,3,1,0,76,domain_sold_listing,76,76,property/lot area,,,,,,-33.88741949,151.19609154,1.835,Redfern Station,0.583,,,,,,,,,,,,,https://www.property.com.au/nsw/chippendale-2008/pine-st/53-pid-1346719/,https://www.property.com.au/nsw/chippendale-2008/pine-st/53-pid-1346719/,,https://www.domain.com.au/sold-listings/chippendale-nsw-2008/house/,Domain public sold-listing data,,unmatched,False,,,Exact property profile reports 76 m² land.,Property.com.au public property-profile map,exact property-profile map coordinate,https://www.property.com.au/nsw/chippendale-2008/pine-st/53-pid-1346719/,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5012154,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
CHIP033,Chippendale,2008,1516/1 Chippendale Way,925000,2026-03-21,Private Treaty,Apartment,1,1,1,79,nsw_exact_address,,,,,,,Yes,230,-33.88441519,151.19964934,1.385,Central Station,0.514,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/chippendale-nsw-2008/?page=2,Domain public sold-listing data + NSW Valuer General exact-address reference,4144182,same_sale,False,nsw_recorded_area_m2 preserves the NSW PSI recorded area; its meaning can differ from an advertised internal floor area.,NSW exact-address record also matched target sale price/date within 60 days.,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5012230,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
CHIP034,Chippendale,2008,2 Smithers Street,1937500,2026-03-09,Prior to Auction,House,3,1,0,94.8,domain_sold_listing,94.8,95,property/lot area,,,,,,-33.88636305,151.19830480,1.634,Redfern Station,0.647,,,,,,,,,,Charming Chippendale Terrace Featuring NE Courtyard in a Vibrant Locale,,Charming Chippendale Terrace Featuring NE Courtyard in a Vibrant Locale,,https://www.property.com.au/nsw/chippendale-2008/house/sold/,,https://www.domain.com.au/2-smithers-street-chippendale-nsw-2008-2020619056,Domain public sold-listing data,,unmatched,False,,,Sold-property page reports 95 m² land.,Property.com.au public property-profile map,exact property-profile map coordinate,https://www.property.com.au/nsw/chippendale-2008/house/sold/,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5012154,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
CHIP035,Chippendale,2008,70 Rose Street,2100000,2026-02-27,Prior to Auction,House,3,1,1,139,domain_sold_listing,139,139,property/lot area,,,,,,-33.88750233,151.19481084,1.906,Redfern Station,0.635,,,,,,,,,,,,,,https://www.property.com.au/nsw/chippendale-2008/house/sold/,,https://www.domain.com.au/sold-listings/chippendale-nsw-2008/house/,Domain public sold-listing data,,unmatched,False,,,Sold-property page reports 139 m² land.,Property.com.au public property-profile map,exact property-profile map coordinate,https://www.property.com.au/nsw/chippendale-2008/house/sold/,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5012154,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
CHIP036,Chippendale,2008,1808/2 Central Park Ave,888000,2026-02-04,Private Treaty,Apartment,1,1,1,72,nsw_exact_address,,,,,,,Yes,48,-33.88470604,151.19916332,1.434,Central Station,0.557,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/chippendale-nsw-2008/apartment/?page=3,Domain public sold-listing data + NSW Valuer General exact-address reference,4151648,same_sale,False,nsw_recorded_area_m2 preserves the NSW PSI recorded area; its meaning can differ from an advertised internal floor area.,NSW exact-address record also matched target sale price/date within 60 days.,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,exact property-profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5012230,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
CHIP037,Chippendale,2008,19/13-21 Abercrombie Street,840000,2026-01-31,Auction,Apartment,1,1,0,50,nsw_exact_address,,,,,,,Yes,19,-33.88550790,151.19846114,1.543,Central Station,0.625,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/chippendale-nsw-2008/apartment/?page=3,Domain public sold-listing data + NSW Valuer General exact-address reference,2105815,same_sale,False,nsw_recorded_area_m2 preserves the NSW PSI recorded area; its meaning can differ from an advertised internal floor area.,NSW exact-address record also matched target sale price/date within 60 days.,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,exact property-profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5012230,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
CHIP038,Chippendale,2008,E418/85 O'Connor Street,829000,2026-01-23,Private Treaty,Apartment,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/chippendale-nsw-2008/apartment/?page=3,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
CHIP039,Chippendale,2008,11/9-27 Moorgate Street,1600000,2026-01-21,Prior to Auction,Apartment,2,1,1,,,,,,,,,Yes,11,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/chippendale-nsw-2008/apartment/?page=3,Domain public sold-listing data + NSW Valuer General exact-address reference,2136590,address_history,False,,"NSW exact-address match is a prior transaction/history reference, not the 2026 target sale.",Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
CHIP040,Chippendale,2008,1607/3 Carlton Street,910000,2025-11-10,Private Treaty,Apartment,2,1,2,86,domain_sold_listing,86,,,,,,,,-33.88467989,151.20110736,1.360,Central Station,0.378,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/chippendale-nsw-2008/?page=3&ssubs=0,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5012230,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
CHIP041,Chippendale,2008,1212/2 Chippendale Way,539500,2025-11-10,Private Treaty,Apartment,1,1,0,45,domain_sold_listing,45,,,,,,,,-33.88461413,151.20029217,1.381,Central Station,0.453,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/chippendale-nsw-2008/?page=3&ssubs=0,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5012230,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
CHIP042,Chippendale,2008,53/39 Dangar Place,990000,2025-11-07,Prior to Auction,Apartment,2,1,1,2462,domain_sold_listing,2462,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/chippendale-nsw-2008/?page=3&ssubs=0,Domain public sold-listing data,,unmatched,False,,Domain sold-card area appears to be a site/building area rather than apartment floor area; retained only as listed_area_m2.,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
CHIP043,Chippendale,2008,32/11-21 Rose Street,1210000,2025-11-07,Prior to Auction,Apartment,3,2,1,103,domain_sold_listing,103,,,,,,Yes,32,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/chippendale-nsw-2008/?page=3&ssubs=0,Domain public sold-listing data + NSW Valuer General exact-address reference,2131288,same_sale,False,,NSW exact-address record also matched target sale price/date within 60 days.,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
CHIP044,Chippendale,2008,16/52-64 Shepherd Street,950000,2025-11-03,Auction,Apartment,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/chippendale-nsw-2008/?page=3&ssubs=0,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
CHIP045,Chippendale,2008,309/1-9 Meagher Street,250000,2025-11-03,Private Treaty,Studio,0,1,1,30,domain_sold_listing,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/chippendale-nsw-2008/apartment/studio/,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
CHIP046,Chippendale,2008,30/57-75 Buckland Street,1300000,2025-11-01,Auction,Apartment,2,1,1,100,domain_sold_listing,100,,,,,,Yes,30,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/chippendale-nsw-2008/?page=3&ssubs=0,Domain public sold-listing data + NSW Valuer General exact-address reference,2113151,same_sale,False,nsw_recorded_area_m2 preserves the NSW PSI recorded area; its meaning can differ from an advertised internal floor area.,NSW exact-address record also matched target sale price/date within 60 days.,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
CHIP047,Chippendale,2008,30/1 Wiley Street,710000,2025-10-30,Auction,Apartment,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/chippendale-nsw-2008/?page=3&ssubs=0,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
CHIP048,Chippendale,2008,41 Abercrombie Street,1800000,2025-10-29,Prior to Auction,House,3,1,1,88.5,nsw_exact_address,,88.5,property/lot area,,1891,B4,,,-33.88618648,151.19853110,1.608,Central Station,0.631,,,,,,,,,,,,,https://www.property.com.au/nsw/chippendale-2008/abercrombie-st/41-pid-5181/,https://www.property.com.au/nsw/chippendale-2008/abercrombie-st/41-pid-5181/,,https://www.domain.com.au/sold-listings/chippendale-nsw-2008/house/,Domain public sold-listing data + NSW Valuer General exact-address reference,2105812,address_history,False,land_size_m2 populated from exact-address NSW recorded area for a non-strata residential record. nsw_recorded_area_m2 preserves the NSW PSI recorded area; its meaning can differ from an advertised internal floor area.,"NSW exact-address match is a prior transaction/history reference, not the 2026 target sale.",Exact property profile reports Built: 1891. Original 88.5 m² land value was preserved instead of replacing it with a rounded public-profile value.,Property.com.au public property-profile map,exact property-profile map coordinate,https://www.property.com.au/nsw/chippendale-2008/abercrombie-st/41-pid-5181/,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5012230,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
CHIP049,Chippendale,2008,32/1-5 Dwyer Street,460000,2025-10-29,Private Treaty,Apartment,0,1,0,,,,,,,,,Yes,32,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/chippendale-nsw-2008/apartment/studio/,Domain public sold-listing data + NSW Valuer General exact-address reference,2025660,address_history,False,,"NSW exact-address match is a prior transaction/history reference, not the 2026 target sale.",Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
CHIP050,Chippendale,2008,41/92-120 Cleveland Street,1020000,2025-10-24,Private Treaty,Apartment,2,2,1,104,domain_sold_listing,104,,,,,,Yes,41,-33.88806691,151.19686782,1.864,Redfern Station,0.489,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/chippendale-nsw-2008/?page=3&ssubs=0,Domain public sold-listing data + NSW Valuer General exact-address reference,2116053,same_sale,False,,NSW exact-address record also matched target sale price/date within 60 days.,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5012154,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PARR001,Parramatta,2150,1001/1A Morton Street,635000,2026-08-07,Private Treaty,Apartment,2,2,1,,,127,,,,,,,,-33.81380448,151.01657557,18.718,Parramatta Station,1.114,,,,,,,,,,,,,,https://www.property.com.au/nsw/parramatta-2150/apartment-unit/sold/,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,building-level profile map coordinate,https://www.property.com.au/nsw/parramatta-2150/apartment-unit/sold/,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051413,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
PARR002,Parramatta,2150,5/13 Queens Avenue,435000,2026-08-07,Private Treaty,Apartment,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/,Domain public sold-listing data,,unmatched,False,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PARR003,Parramatta,2150,2/15-19 Early Street,588000,2026-08-04,Private Treaty,Apartment,2,1,1,150,domain_sold_listing,150,,,,,,,,,,,,,,,,,,,,,,SOLD BY RAY WHITE PARRAMATTA GROUP,We've been overwhelmed by the amount of interest in similar properties.,SOLD BY RAY WHITE PARRAMATTA GROUP. We've been overwhelmed by the amount of interest in similar properties.,,https://www.property.com.au/nsw/parramatta-2150/apartment-unit/sold/,https://www.domain.com.au/2-15-19-early-street-parramatta-nsw-2150-2021000174,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/,Domain public sold-listing data,,unmatched,True,,,Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,,,,No,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,,,,No sufficiently reliable property coordinate was verified in this enrichment pass; coordinate-derived fields were deliberately left blank rather than estimated.
PARR004,Parramatta,2150,404/23 Hassall Street,680000,2026-08-04,Private Treaty,Apartment,2,2,1,124,domain_sold_listing,124,,,,,,Yes,26,-33.81785982,151.01007550,19.130,Parramatta Station,0.440,,,,,,,,,,SOLD BY RAY WHITE PARRAMATTA GROUP,We've been overwhelmed by the amount of interest in similar properties.,SOLD BY RAY WHITE PARRAMATTA GROUP. We've been overwhelmed by the amount of interest in similar properties.,,https://www.property.com.au/nsw/parramatta-2150/apartment-unit/sold/,https://www.domain.com.au/404-23-hassall-street-parramatta-nsw-2150-2020835264,https://www.domain.com.au/sold-listings/parramatta-nsw-2150/,Domain public sold-listing data + NSW Valuer General exact-address reference,4237773,address_history,True,,"NSW exact-address match is a prior transaction/history reference, not the 2026 target sale.",Blank enrichment fields mean no sufficiently reliable public value was verified; no synthetic or inferred value was inserted.,Property.com.au public property-profile map,exact property-profile map coordinate,https://www.property.com.au/nsw/parramatta-2150/apartment-unit/sold/,Yes,Sydney Town Hall,-33.8732096512,151.2062082520,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051902,Haversine straight-line distance,https://apps.environment.nsw.gov.au/dpcheritageapp/ViewHeritageItemDetails.aspx?ID=5051413,Haversine straight-line distance,"Property/building coordinate verified from a public property-profile map. CBD and station distances are straight-line distances, not road or walking distances."
